substance_id,canonical_name,canonical_english_name,canonical_cas,alias_raw,alias_type,confidence,rationale
910,テトラクロロイソフタロニトリル（別名クロロタロニル又はＴＰＮ）,Tetrachloroisophthalonitrile (alias: Chlorothalonil or TPN),1897-45-6,ＴＰＮ,abbreviation,medium,Short abbreviation is explicitly visible in the row; keep confidence medium.
913,テトラクロロエチレン（別名パークロルエチレン）,Tetrachloroethylene (alias: Perchloroethylene),127-18-4,Perchloroethylene,explicit_alias,high,Explicit alias in canonical_english_name.
913,テトラクロロエチレン（別名パークロルエチレン）,Tetrachloroethylene (alias: Perchloroethylene),127-18-4,パークロルエチレン,explicit_alias,high,Explicit 別名 in canonical_name.
914,テトラクロロジフルオロエタン（別名ＣＦＣ－１１２）,Tetrachlorodifluoroethane (alias: CFC-112),76-12-0,CFC-112,explicit_abbreviation,high,Explicit alias abbreviation in canonical_english_name.
914,テトラクロロジフルオロエタン（別名ＣＦＣ－１１２）,Tetrachlorodifluoroethane (alias: CFC-112),76-12-0,ＣＦＣ－１１２,explicit_abbreviation,high,Explicit 別名 abbreviation in canonical_name.
921,テトラナトリウム＝３，３’－［（３，３’－ジメチル－４，４’－ビフェニリレン）ビス（アゾ）］ビス［５－アミノ－４－ヒドロキシ－２，７－ナフタレンジスルホナート］（別名トリパンブルー）,"Tetrasodium 3,3'-[(3,3'-dimethyl-4,4'-biphenylylene)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonate] (alias: Trypan blue)",72-57-1,Trypan blue,explicit_alias,high,Explicit alias in canonical_english_name.
921,テトラナトリウム＝３，３’－［（３，３’－ジメチル－４，４’－ビフェニリレン）ビス（アゾ）］ビス［５－アミノ－４－ヒドロキシ－２，７－ナフタレンジスルホナート］（別名トリパンブルー）,"Tetrasodium 3,3'-[(3,3'-dimethyl-4,4'-biphenylylene)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonate] (alias: Trypan blue)",72-57-1,トリパンブルー,explicit_alias,high,Explicit 別名 in canonical_name.
922,テトラナトリウム＝３，３’－［（３，３’－ジメトキシ－４，４’－ビフェニリレン）ビス（アゾ）］ビス［５－アミノ－４－ヒドロキシ－２，７－ナフタレンジスルホナート］（別名ＣＩダイレクトブルー１５）,"Tetrasodium 3,3'-[(3,3'-dimethoxy-4,4'-biphenylylene)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonate] (alias: CI direct blue 15)",2429-74-5,CI direct blue 15,explicit_alias,high,Explicit alias in canonical_english_name.
922,テトラナトリウム＝３，３’－［（３，３’－ジメトキシ－４，４’－ビフェニリレン）ビス（アゾ）］ビス［５－アミノ－４－ヒドロキシ－２，７－ナフタレンジスルホナート］（別名ＣＩダイレクトブルー１５）,"Tetrasodium 3,3'-[(3,3'-dimethoxy-4,4'-biphenylylene)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonate] (alias: CI direct blue 15)",2429-74-5,ＣＩダイレクトブルー１５,explicit_alias,high,Explicit 別名 in canonical_name.
926,テトラヒドロほう酸ナトリウム（別名水素化ほう素ナトリウム）,Sodium tetrahydroborate (alias: Sodium borohydride),16940-66-2,Sodium borohydride,explicit_alias,high,Explicit alias in canonical_english_name.
926,テトラヒドロほう酸ナトリウム（別名水素化ほう素ナトリウム）,Sodium tetrahydroborate (alias: Sodium borohydride),16940-66-2,水素化ほう素ナトリウム,explicit_alias,high,Explicit 別名 in canonical_name.
932,テトラブロモ（フェノキシベンゼン）（別名テトラブロモジフェニルエーテル）,Tetrabromo(phenoxybenzene) (alias: Tetrabromodiphenyl ether),40088-47-9,Tetrabromodiphenyl ether,explicit_alias,high,Explicit alias in canonical_english_name.
932,テトラブロモ（フェノキシベンゼン）（別名テトラブロモジフェニルエーテル）,Tetrabromo(phenoxybenzene) (alias: Tetrabromodiphenyl ether),40088-47-9,テトラブロモジフェニルエーテル,explicit_alias,high,Explicit 別名 in canonical_name.
939,テトラメチルチウラムジスルフィド（別名チウラム）,Tetramethylthiuram disulfide (alias: Thiuram),137-26-8,Thiuram,explicit_alias,high,Explicit alias in canonical_english_name.
939,テトラメチルチウラムジスルフィド（別名チウラム）,Tetramethylthiuram disulfide (alias: Thiuram),137-26-8,チウラム,explicit_alias,high,Explicit 別名 in canonical_name.
899,デカクロロペンタシクロ［５．３．０．０２，６．０３，９．０４，８］デカン－５－オン（別名クロルデコン）,"Decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one (alias: Chlordecone)",143-50-0,Chlordecone,explicit_alias,high,Explicit alias text is visible in the row; safe semantic synonym.
899,デカクロロペンタシクロ［５．３．０．０２，６．０３，９．０４，８］デカン－５－オン（別名クロルデコン）,"Decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one (alias: Chlordecone)",143-50-0,クロルデコン,explicit_alias,high,Explicit 別名 text is visible in the row; safe semantic synonym.
1991,デカナール（別名デシルアルデヒド）,Decanal (alias: Decyl aldehyde),112-31-2,Decyl aldehyde,common_name,high,Explicit alias text appears in the row.
511,デシルアルコール(別名デカノール),,36729-58-5,デカノール,explicit_alias,high,Explicit 別名 text in the row.
961,トランス－Ｎ－（６－クロロ－３－ピリジルメチル）－Ｎ’－シアノ－Ｎ－メチルアセトアミジン（別名アセタミプリド）,trans-N-(6-Chloro-3-pyridylmethyl)-N’-cyano-N-methylacetamidine (alias: Acetamiprid),160430-64-8,Acetamiprid,explicit_alias,high,Explicit alias in canonical_english_name.
961,トランス－Ｎ－（６－クロロ－３－ピリジルメチル）－Ｎ’－シアノ－Ｎ－メチルアセトアミジン（別名アセタミプリド）,trans-N-(6-Chloro-3-pyridylmethyl)-N’-cyano-N-methylacetamidine (alias: Acetamiprid),160430-64-8,アセタミプリド,explicit_alias,high,Explicit 別名 in canonical_name.
968,トリエチレンチオホスホルアミド（別名チオテパ）,Triethylenethiophosphoramide (alias: Thiotepa),52-24-4,Thiotepa,explicit_alias,high,Explicit alias in canonical_english_name.
968,トリエチレンチオホスホルアミド（別名チオテパ）,Triethylenethiophosphoramide (alias: Thiotepa),52-24-4,チオテパ,explicit_alias,high,Explicit 別名 in canonical_name.
970,トリクロロアセトアルデヒド（別名クロラール）,Trichloroacetaldehyde (alias: Chloral),75-87-6,Chloral,explicit_alias,high,Explicit alias in canonical_english_name.
970,トリクロロアセトアルデヒド（別名クロラール）,Trichloroacetaldehyde (alias: Chloral),75-87-6,クロラール,explicit_alias,high,Explicit 別名 in canonical_name.
992,トリクロロフルオロメタン（別名ＣＦＣ－１１）,Trichlorofluoromethane (alias: CFC-11),75-69-4,CFC-11,explicit_abbreviation,high,Explicit alias abbreviation in canonical_english_name.
992,トリクロロフルオロメタン（別名ＣＦＣ－１１）,Trichlorofluoromethane (alias: CFC-11),75-69-4,ＣＦＣ－１１,explicit_abbreviation,high,Explicit 別名 abbreviation in canonical_name.
500,トリシクロヘキシルすず=ヒドロキシド（別名シヘキサチン）,,13121-70-5,シヘキサチン,explicit_alias,high,Explicit 別名 text in the row.
507,トリスノニルフェニルホスフィト（別名：トリス（ノニルフェニル）亜リン酸）,,26523-78-4,トリス（ノニルフェニル）亜リン酸,explicit_alias,high,Explicit 別名 text in the row.
1001,トリス（Ｎ，Ｎ－ジメチルジチオカルバメート）鉄（別名ファーバム）,"Tris(N,N-dimethyldithiocarbamate)iron (alias: Ferbam)",14484-64-1,Ferbam,explicit_alias,high,Explicit alias in canonical_english_name.
1001,トリス（Ｎ，Ｎ－ジメチルジチオカルバメート）鉄（別名ファーバム）,"Tris(N,N-dimethyldithiocarbamate)iron (alias: Ferbam)",14484-64-1,ファーバム,explicit_alias,high,Explicit 別名 in canonical_name.
482,"トリナトリウム=5-オキソ-1-（4-スルホナトフェニル）-4-［（4-スルホナトフェニル）ジアゼニル］-4,5-ジヒドロ-1H-ピラゾール-3-カルボキシラート（別名：タートラジン）",,1934-21-0,タートラジン,explicit_alias,high,Explicit 別名 text in the row.
2586,ドコサン酸（別名：ベヘン酸）,,112-85-6,ベヘン酸,explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
952,ドデカクロロペンタシクロ［５．３．０．０２，６．０３，９．０４，８］デカン（別名マイレックス）,"Dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane (alias: Mirex)",2385-85-5,Mirex,explicit_alias,high,Explicit alias in canonical_english_name.
952,ドデカクロロペンタシクロ［５．３．０．０２，６．０３，９．０４，８］デカン（別名マイレックス）,"Dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane (alias: Mirex)",2385-85-5,マイレックス,explicit_alias,high,Explicit 別名 in canonical_name.
1090,パラ－エトキシアセトアニリド（別名フェナセチン）,p-Ethoxyacetanilide (alias: Phenacetin),62-44-2,Phenacetin,explicit_alias,high,Explicit alias in canonical_english_name.
1090,パラ－エトキシアセトアニリド（別名フェナセチン）,p-Ethoxyacetanilide (alias: Phenacetin),62-44-2,フェナセチン,explicit_alias,high,Explicit 別名 in canonical_name.
1109,パリゴルスカイト（別名アタパルジャイト）,Palygorskite (alias: Attapulgite),12174-11-7,Attapulgite,explicit_alias,high,Explicit alias in canonical_english_name.
1109,パリゴルスカイト（別名アタパルジャイト）,Palygorskite (alias: Attapulgite),12174-11-7,アタパルジャイト,explicit_alias,high,Explicit 別名 in canonical_name.
2693,ヒ化ガリウム (別名：ガリウムヒ素),,1303-00-0,ガリウムヒ素,explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
2573,ビス(2-エチルヘキシル)=アゼラード (別名:ノナンニ酸ビス(2-エチルヘキシル)),,103-24-2,ノナンニ酸ビス(2-エチルヘキシル),explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
496,ビス（8-キノリノラト）銅 (別名：オキシン銅),,10380-28-6,オキシン銅,explicit_alias,high,Explicit 別名 text in the row.
1132,ビス（ジチオりん酸）Ｓ，Ｓ’－メチレン－Ｏ，Ｏ，Ｏ’，Ｏ’－テトラエチル（別名エチオン）,"O,O,O',O'-Tetraethyl S,S'-methylene bis(phosphorodithioate) (alias: Ethion)",563-12-2,Ethion,explicit_alias,high,Explicit alias in canonical_english_name.
1132,ビス（ジチオりん酸）Ｓ，Ｓ’－メチレン－Ｏ，Ｏ，Ｏ’，Ｏ’－テトラエチル（別名エチオン）,"O,O,O',O'-Tetraethyl S,S'-methylene bis(phosphorodithioate) (alias: Ethion)",563-12-2,エチオン,explicit_alias,high,Explicit 別名 in canonical_name.
495,"ビス（２－エチルヘキサン－１－イル）＝７－オキサビシクロ［４．１．０］ヘプタン－３，４－ジカルボキシラート（別名：7-オキサビシクロ[4.1.0]ヘプタン-3,4-ジカルボン酸ジ(2-エチルヘキシル)）",,10138-36-0,"7-オキサビシクロ[4.1.0]ヘプタン-3,4-ジカルボン酸ジ(2-エチルヘキシル)",explicit_alias,high,Explicit 別名 text in the row.
514,ビス（２－エチルヘキシル）＝［（ジメチルスタンナンジイル）ビス（スルファンジイル）］ジアセタート（別名：ジメチルスズビス(メルカプト酢酸2-エチルヘキシル)）,,57583-35-4,ジメチルスズビス(メルカプト酢酸2-エチルヘキシル),explicit_alias,high,Explicit 別名 text in the row.
1126,ビス（２－クロロエチル）スルフィド（別名マスタードガス）,Bis(2-chloroethyl) sulfide (alias: Mustard gas),505-60-2,Mustard gas,explicit_alias,high,Explicit alias in canonical_english_name.
1126,ビス（２－クロロエチル）スルフィド（別名マスタードガス）,Bis(2-chloroethyl) sulfide (alias: Mustard gas),505-60-2,マスタードガス,explicit_alias,high,Explicit 別名 in canonical_name.
1129,ビス（２－クロロエチル）メチルアミン（別名ＨＮ２）,Bis(2-chloroethyl)methylamine (alias: HN2),51-75-2,HN2,explicit_abbreviation,high,Explicit alias abbreviation in canonical_english_name.
1129,ビス（２－クロロエチル）メチルアミン（別名ＨＮ２）,Bis(2-chloroethyl)methylamine (alias: HN2),51-75-2,ＨＮ２,explicit_abbreviation,high,Explicit 別名 abbreviation in canonical_name.
1135,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）亜鉛（別名ジラム）,"Zinc bis(N,N-dimethyldithiocarbamate) (alias: Ziram)",137-30-4,Ziram,explicit_alias,high,Explicit alias in canonical_english_name.
1135,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）亜鉛（別名ジラム）,"Zinc bis(N,N-dimethyldithiocarbamate) (alias: Ziram)",137-30-4,ジラム,explicit_alias,high,Explicit 別名 in canonical_name.
1136,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）Ｎ，Ｎ’－エチレンビス（チオカルバモイルチオ亜鉛）（別名ポリカーバメート）,"N,N'-Ethylenebis(thiocarbamoylthiozinc) bis(N,N-dimethyldithiocarbamate) (alias: Polycarbamate)",64440-88-6,Polycarbamate,explicit_alias,high,Explicit alias in canonical_english_name.
1136,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）Ｎ，Ｎ’－エチレンビス（チオカルバモイルチオ亜鉛）（別名ポリカーバメート）,"N,N'-Ethylenebis(thiocarbamoylthiozinc) bis(N,N-dimethyldithiocarbamate) (alias: Polycarbamate)",64440-88-6,ポリカーバメート,explicit_alias,high,Explicit 別名 in canonical_name.
2557,ビフェニル-4-イルアミン　（別名：4-アミノジフェニル、4-アミノビフェニル）,,92-67-1,4-アミノジフェニル,explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
2557,ビフェニル-4-イルアミン　（別名：4-アミノジフェニル、4-アミノビフェニル）,,92-67-1,4-アミノビフェニル,explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
1177,フィゾスチグミン（別名エセリン）,Physostigmine (alias: Eserine),57-47-6,Eserine,explicit_alias,high,Explicit alias in canonical_english_name.
1177,フィゾスチグミン（別名エセリン）,Physostigmine (alias: Eserine),57-47-6,エセリン,explicit_alias,high,Explicit 別名 in canonical_name.
1179,フェニルアセトニトリル（別名シアン化ベンジル）,Phenylacetonitrile (alias: Benzyl cyanide),140-29-4,Benzyl cyanide,explicit_alias,high,Explicit alias in canonical_english_name.
1179,フェニルアセトニトリル（別名シアン化ベンジル）,Phenylacetonitrile (alias: Benzyl cyanide),140-29-4,シアン化ベンジル,explicit_alias,high,Explicit 別名 in canonical_name.
2164,フェニルメタンチオール,Phenylmethanethiol (alias: Benzyl mercaptan),100-53-8,Benzyl mercaptan,common_name,high,Explicit alias text appears in the row.
1210,フタル酸ビス（２－エチルヘキシル）（別名ＤＥＨＰ）,Bis (2-ethylhexyl) phthalate (alias: DEHP),117-81-7,DEHP,explicit_abbreviation,high,Explicit alias abbreviation in canonical_english_name.
1210,フタル酸ビス（２－エチルヘキシル）（別名ＤＥＨＰ）,Bis (2-ethylhexyl) phthalate (alias: DEHP),117-81-7,ＤＥＨＰ,explicit_abbreviation,high,Explicit 別名 abbreviation in canonical_name.
1216,ブタンニトリル（別名ブチロニトリル）,Butanenitrile (alias: Butyronitrile),109-74-0,Butyronitrile,explicit_alias,high,Explicit alias in canonical_english_name.
1216,ブタンニトリル（別名ブチロニトリル）,Butanenitrile (alias: Butyronitrile),109-74-0,ブチロニトリル,explicit_alias,high,Explicit 別名 in canonical_name.
1222,ブチルヒドロキシアニソール（別名ＢＨＡ）,Butyl hydroxyanisole (alias: BHA),25013-16-5,BHA,explicit_abbreviation,high,Explicit alias abbreviation in canonical_english_name.
1222,ブチルヒドロキシアニソール（別名ＢＨＡ）,Butyl hydroxyanisole (alias: BHA),25013-16-5,ＢＨＡ,explicit_abbreviation,high,Explicit 別名 abbreviation in canonical_name.
2177,ブチル＝（Ｒ）－２－［４－（４－シアノ－２－フルオロフェノキシ）フェノキシ］プロピオナート（別名シハロホップブチル）,Butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate (alias: Cyhalofop-butyl),122008-85-9,Cyhalofop-butyl,common_name,high,Explicit alias text appears in the row.
1221,ブチル＝２，３－ジヒドロ－２，２－ジメチルベンゾフラン－７－イル＝Ｎ，Ｎ’－ジメチル－Ｎ，Ｎ’－チオジカルバマート（別名フラチオカルブ）,"Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl N,N'-dimethyl-N,N'-thiodicarbamate (alias: Furathiocarb)",65907-30-4,Furathiocarb,explicit_alias,high,Explicit alias in canonical_english_name.
1221,ブチル＝２，３－ジヒドロ－２，２－ジメチルベンゾフラン－７－イル＝Ｎ，Ｎ’－ジメチル－Ｎ，Ｎ’－チオジカルバマート（別名フラチオカルブ）,"Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl N,N'-dimethyl-N,N'-thiodicarbamate (alias: Furathiocarb)",65907-30-4,フラチオカルブ,explicit_alias,high,Explicit 別名 in canonical_name.
2225,ヘキサン酸エチル（別名カプロン酸エチル）,Ethyl hexanoate (alias: Ethyl caproate),123-66-0,Ethyl caproate,common_name,high,Explicit alias text appears in the row.
497,マイカ（別名：含水ケイ酸アルミニウムカリウム、雲母粉、白雲母）,,12001-26-2,含水ケイ酸アルミニウムカリウム,explicit_alias,high,Explicit 別名 text in the row.
497,マイカ（別名：含水ケイ酸アルミニウムカリウム、雲母粉、白雲母）,,12001-26-2,白雲母,explicit_alias,high,Explicit 別名 text in the row.
497,マイカ（別名：含水ケイ酸アルミニウムカリウム、雲母粉、白雲母）,,12001-26-2,雲母粉,explicit_alias,high,Explicit 別名 text in the row.
1446,メチル－ターシャリ－ブチルエーテル（別名ＭＴＢＥ）,Methyl tert-butyl ether (alias: MTBE),1634-04-4,MTBE,abbreviation,medium,Explicit abbreviation/short form in source row.
1446,メチル－ターシャリ－ブチルエーテル（別名ＭＴＢＥ）,Methyl tert-butyl ether (alias: MTBE),1634-04-4,ＭＴＢＥ,abbreviation,medium,Explicit abbreviation/short form in source row.
1442,メチル－Ｎ’，Ｎ’－ジメチル－Ｎ－［（メチルカルバモイル）オキシ］－１－チオオキサムイミデート（別名オキサミル）,"Methyl-N',N'-dimethyl-N-[(methylcarbamoyl)oxy]-1-thiooxamimidate (alias: Oxamyl)",23135-22-0,Oxamyl,alias,high,Explicit alias text in source row.
1442,メチル－Ｎ’，Ｎ’－ジメチル－Ｎ－［（メチルカルバモイル）オキシ］－１－チオオキサムイミデート（別名オキサミル）,"Methyl-N',N'-dimethyl-N-[(methylcarbamoyl)oxy]-1-thiooxamimidate (alias: Oxamyl)",23135-22-0,オキサミル,alias,high,Explicit alias text in source row.
1487,メチル＝ベンゾイミダゾール－２－イルカルバマート（別名カルベンダジム）,Methyl benzimidazole-2-yl-carbamate (alias: Carbendazim),10605-21-7,Carbendazim,alias,high,Explicit alias text in source row.
1487,メチル＝ベンゾイミダゾール－２－イルカルバマート（別名カルベンダジム）,Methyl benzimidazole-2-yl-carbamate (alias: Carbendazim),10605-21-7,カルベンダジム,alias,high,Explicit alias text in source row.
1496,メチル＝（Ｅ）－メトキシイミノ－［２－［［［［（Ｅ）－１－［３－（トリフルオロメチル）フェニル］エチリデン］アミノ］オキシ］メチル］フェニル］アセタート（別名トリフロキシストロビン）,Methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate (alias: Trifloxystrobin),141517-21-7,Trifloxystrobin,alias,high,Explicit alias text in source row.
1496,メチル＝（Ｅ）－メトキシイミノ－［２－［［［［（Ｅ）－１－［３－（トリフルオロメチル）フェニル］エチリデン］アミノ］オキシ］メチル］フェニル］アセタート（別名トリフロキシストロビン）,Methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate (alias: Trifloxystrobin),141517-21-7,トリフロキシストロビン,alias,high,Explicit alias text in source row.
2329,メチル＝（Ｅ）－メトキシイミノ［２－（オルト－トリルオキシメチル）フェニル］アセタート（別名クレソキシムメチル）,Methyl (E)-methoxyimino[2-(o-tolyloxymethyl)phenyl]acetate (alias: Kresoxim-methyl),143390-89-0,Kresoxim-methyl,common_name,high,Explicit alias text appears in the row.
2291,メチル＝（Ｅ）－２－［２－［６－（２－シアノフェノキシ）ピリミジン－４－イルオキシ］フェニル］－３－メトキシアクリラート（別名アゾキシストロビン）,Methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl]-3-methoxyacrylate (alias: Azoxystrobin),131860-33-8,Azoxystrobin,common_name,high,Explicit alias text appears in the row.
1443,メチル＝２－（４，６－ジメトキシ－２－ピリミジニルオキシ）－６－［１－（メトキシイミノ）エチル］ベンゾアート（別名ピリミノバックメチル）,"Methyl 2-(4,6-dimethoxy-2-pyrimidinyloxy)-6-[1-(methoxyimino)ethyl]benzoate (alias: Pyriminobac-methyl)",136191-64-5,Pyriminobac-methyl,alias,high,Explicit alias text in source row.
1443,メチル＝２－（４，６－ジメトキシ－２－ピリミジニルオキシ）－６－［１－（メトキシイミノ）エチル］ベンゾアート（別名ピリミノバックメチル）,"Methyl 2-(4,6-dimethoxy-2-pyrimidinyloxy)-6-[1-(methoxyimino)ethyl]benzoate (alias: Pyriminobac-methyl)",136191-64-5,ピリミノバックメチル,alias,high,Explicit alias text in source row.
518,メチル＝２－（｛［３－（４，６－ジメトキシピリミジン－２－イル）ウレイド］スルホニル｝メチル）ベンゾアート（別名：ベンスルフロンメチル）,,83055-99-6,ベンスルフロンメチル,explicit_alias,high,Explicit 別名 text in the row.
2341,メトキシベンゼン（別名アニソール）,Methoxybenzene (alias: Anisole),100-66-3,Anisole,common_name,high,Explicit alias text appears in the row.
1532,ラクトニトリル（別名アセトアルデヒドシアンヒドリン）,Lactonitrile (alias: Acetaldehydecyanohydrin),78-97-7,Acetaldehydecyanohydrin,alias,high,Explicit alias text in source row.
1532,ラクトニトリル（別名アセトアルデヒドシアンヒドリン）,Lactonitrile (alias: Acetaldehydecyanohydrin),78-97-7,アセトアルデヒドシアンヒドリン,alias,high,Explicit alias text in source row.
491,二クロム酸カリウム (別名：重クロム酸カリウム) (再分類),,7778-50-9,重クロム酸カリウム,explicit_alias,high,Explicit 別名 text in the row.
1602,亜二チオン酸ナトリウム（別名ハイドロサルファイト）,Sodium dithionate (alias: Sodium hydrosulfite),7775-14-6,Sodium hydrosulfite,alias,high,Explicit alias text in source row.
1602,亜二チオン酸ナトリウム（別名ハイドロサルファイト）,Sodium dithionate (alias: Sodium hydrosulfite),7775-14-6,ハイドロサルファイト,alias,high,Explicit alias text in source row.
498,亜硫化ニッケル（別名：二硫化三ニッケル）,,12035-72-2,二硫化三ニッケル,explicit_alias,high,Explicit 別名 text in the row.
499,六フッ化ケイ酸銅（ＩＩ） (別名：ケイフッ化銅）,,12062-24-7,ケイフッ化銅,explicit_alias,high,Explicit 別名 text in the row.
477,四ホウ酸ナトリウム (十水和物) (別名：ホウ砂),,1303-96-4,ホウ砂,explicit_alias,high,Explicit 別名 text in the row.
277,塩化スルホニル（別名塩化スルフリル）,Sulfonyl chloride (alias: Sulfuryl chloride),7791-25-5,塩化スルフリル,common_name,high,Explicit 別名 synonym in the row; clean common name.
279,塩化バナジウム（Ⅲ）（別名三塩化バナジウム）,Vanadium trichloride,7718-98-1,三塩化バナジウム,common_name,high,Explicit 別名 synonym in the row; clean common name.
280,塩化バナジウム（Ⅳ）（別名四塩化バナジウム）,Vanadium tetrachloride,7632-51-1,四塩化バナジウム,common_name,high,Explicit 別名 synonym in the row; clean common name.
494,塩化第二銅カリウム二水和物 (別名：テトラクロロ銅酸二カリウム・二水和物),,10085-76-4,テトラクロロ銅酸二カリウム・二水和物,explicit_alias,high,Explicit 別名 text in the row.
273,塩化金（Ⅲ）（別名塩化第二金）,Gold trichloride,13453-07-1,塩化第二金,common_name,high,Explicit 別名 synonym in the row; clean common name.
479,塩基性塩化銅 (別名：酸化塩化銅水和物),,1332-40-7,酸化塩化銅水和物,explicit_alias,high,Explicit 別名 text in the row.
290,塩素化カンフェン（別名トキサフェン）,Chlorinated camphene (alias: Toxaphene),8001-35-2,トキサフェン,common_name,high,Explicit 別名 synonym in the row; clean common name.
3,塩素化ビフェニル（別名ＰＣＢ）,Polychlorinated biphenyl (alias: PCB),,PCB,abbreviation,high,Explicit alias text in the row; kept the clean abbreviation form.
806,硝酸水酸化ビスマス（Ⅲ）（別名次硝酸ビスマス）,Bismuth(Ⅲ) hydroxide nitrate oxide (alias: Bismuth subnitrate),1304-85-4,Bismuth subnitrate,explicit_alias,high,Explicit alias text is visible in the row; safe semantic synonym.
806,硝酸水酸化ビスマス（Ⅲ）（別名次硝酸ビスマス）,Bismuth(Ⅲ) hydroxide nitrate oxide (alias: Bismuth subnitrate),1304-85-4,次硝酸ビスマス,explicit_alias,high,Explicit 別名 text is visible in the row; safe semantic synonym.
1556,硫酸ヒドロキシルアミン（別名硫酸ヒドロキシルアンモニウム）,Hydroxylamine sulfate (alias: Bis(hydroxylammonium) sulfate),10039-54-0,Bis(hydroxylammonium,alias,high,Explicit alias text in source row.
1556,硫酸ヒドロキシルアミン（別名硫酸ヒドロキシルアンモニウム）,Hydroxylamine sulfate (alias: Bis(hydroxylammonium) sulfate),10039-54-0,硫酸ヒドロキシルアンモニウム,alias,high,Explicit alias text in source row.
471,酢酸ペンチル（別名酢酸アミル）,Pentyl acetate (alias: Amyl acetate),628-63-7,酢酸アミル,common_name,high,Explicit 別名 synonym in the row; clean common name.
488,酸化りん（Ⅴ）（別名五酸化二りん）,Phosphorus pentoxide (alias: Diphosphorus pentoxide),1314-56-3,五酸化二りん,common_name,high,Explicit 別名 synonym in the row; clean common name.
478,酸化鉛 (II) (別名：リサージ),,1317-36-8,リサージ,explicit_alias,high,Explicit 別名 text in the row.
492,重クロム酸アンモニウム (別名：二クロム酸アンモニウム) (再分類),,7789-09-5,二クロム酸アンモニウム,explicit_alias,high,Explicit 別名 text in the row.
960,（１’Ｓ－トランス）－７－クロロ－２’，４，６－トリメトキシ－６’－メチルスピロ［ベンゾフラン－２（３Ｈ），１’－シクロヘキサ－２’－エン］－３，４’－ジオン（別名グリセオフルビン）,"(1'S-trans)-7-Chloro-2',4,6-trimethoxy-6'-methylspiro[benzofuran-2(3H),1'-cyclohex-2'-ene]-3,4'-dione (alias: Griseofulvin)",126-07-8,Griseofulvin,explicit_alias,high,Explicit alias in canonical_english_name.
960,（１’Ｓ－トランス）－７－クロロ－２’，４，６－トリメトキシ－６’－メチルスピロ［ベンゾフラン－２（３Ｈ），１’－シクロヘキサ－２’－エン］－３，４’－ジオン（別名グリセオフルビン）,"(1'S-trans)-7-Chloro-2',4,6-trimethoxy-6'-methylspiro[benzofuran-2(3H),1'-cyclohex-2'-ene]-3,4'-dione (alias: Griseofulvin)",126-07-8,グリセオフルビン,explicit_alias,high,Explicit 別名 in canonical_name.
293,（１Ｒ，２Ｓ，３Ｒ，４Ｓ）－７－オキサビシクロ［２．２．１］ヘプタン－２，３－ジカルボン酸（別名エンドタール）,"(1R,2S,3R,4S)-7-Oxabicyclo[2.2.1]heptane-2,3-dicarboxylic acid (alias: Endothal)",145-73-3,エンドタール,common_name,high,Explicit 別名 synonym in the row; clean common name.
2434,（２Ｅ）－３，７－ジメチルオクタ－２，６－ジエニル＝アセタート（別名酢酸ゲラニル）,,105-87-3,酢酸ゲラニル,explicit_alias,high,Alias text is explicitly shown in parentheses after 別名.
